geoid10,nearest_greenway_loop_contiguous_dist,nearest_greenway_loop_contiguous_score,los_closest_park_dist,los_dist_score,los_acre_score,los_exp_score,los_3_factor_total_score,los_3_factor_grade,los_total_score,los_total_grade,la_closest_park_dist,la_dist_score,la_acre_score,la_exp_score,la_3_factor_total_score,la_3_factor_grade,la_total_score,la_total_grade,la_los_closest_park_diff,la_los_closest_park_diff_pct,la_los_dist_score_diff,la_los_acre_score_diff,la_los_exp_score_diff,la_los_3_factor_total_score_diff,la_los_total_score_diff,pop_2018,popdensity_2018,pop_pct,tothh_2018,hh_pct,low_income,low_income_pct_tot_pop,low_income_pct_low_income,middle_income,middle_income_pct_tot_pop,middle_income_pct_middle_income,high_income,high_income_pct_tot_pop,high_income_pct_high_income,los_income_low_a,los_income_low_b,los_income_low_c,los_income_low_d,los_income_low_f,los_income_middle_a,los_income_middle_b,los_income_middle_c,los_income_middle_d,los_income_middle_f,los_income_high_a,los_income_high_b,los_income_high_c,los_income_high_d,los_income_high_f,la_income_low_a,la_income_low_b,la_income_low_c,la_income_low_d,la_income_low_f,la_income_middle_a,la_income_middle_b,la_income_middle_c,la_income_middle_d,la_income_middle_f,la_income_high_a,la_income_high_b,la_income_high_c,la_income_high_d,la_income_high_f,race_white_pop_2018,race_white_pct_totpop,race_white_pct_white_pop,race_black_pop_2018,race_black_pct_totpop,race_black_pct_black_pop,hisp_pop_2018,hisp_pct_totpop,hisp_pct_hisp,hisp_no_bw_pop_2018,hisp_no_bw_pct_totpop,hisp_no_bw_pct_hisp_no_bw_pop,minority_pop_2018,minority_pct_totpop,minority_pct_minority_pop,los_white_a,los_white_b,los_white_c,los_d_white_d,los_white_f,los_black_a,los_black_b,los_black_c,los_black_d,los_black_f,los_hisp_a,los_hisp_b,los_hisp_c,los_hisp_d,los_hisp_f,los_hisp_no_bw_a,los_hisp_no_bw_b,los_hisp_no_bw_c,los_hisp_no_bw_d,los_hisp_no_bw_f,los_minority_a,los_minority_b,los_minority_c,los_minority_d,los_minority_f,la_white_a,la_white_b,la_white_c,la_white_d,la_white_f,la_black_a,la_black_b,la_black_c,la_black_d,la_black_f,la_hisp_a,la_hisp_b,la_hisp_c,la_hisp_d,la_hisp_f,la_hisp_no_bw_a,la_hisp_no_bw_b,la_hisp_no_bw_c,la_hisp_no_bw_d,la_hisp_no_bw_f,la_minority_a,la_minority_b,la_minority_c,la_minority_d,la_minority_f,cac,council_dist,council_person,beltline,sqmi
371830537132020,3787.81223984302,4,0.567660352442229,4,2,2,8,C,12,C,0.567660352442229,4,2,3,9,C,13,B,0.0,0.0,0,0,1,1,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest,E,Stef Mendell,Outside,0.0036584071934741102
371830537141000,8874.28879361111,3,1.53039704038028,2,2,2,6,D,9,C,1.53039704038028,2,2,2,6,D,9,C,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest,A,Dickie Thompson,Outside,0.0020017525243462603
371830537141001,6252.79148999156,3,1.1815628672041398,2,2,2,6,D,9,C,1.1815628672041398,2,2,3,7,C,10,C,0.0,0.0,0,0,1,1,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest,A,Dickie Thompson,Outside,0.0190620172807851
371830537141002,5818.581670609449,3,1.28522527108641,2,2,3,7,C,10,C,1.28522527108641,2,2,3,7,C,10,C,0.0,0.0,0,0,0,0,0,665,4543.58509763963,0.13288943598925698,283,0.140450135239088,29,0.00579517841156158,0.0541833264825679,95,0.0189842051413224,0.104937589749254,160,0.0319733981327536,0.28278543655001803,0,0,29,0,0,0,0,95,0,0,0,0,160,0,0,0,0,29,0,0,0,0,95,0,0,0,0,160,0,0,559,0.11170705972630801,0.19692528816616398,48,0.00959201943982606,0.0339332928019003,17,0.00339717355160506,0.0285220542590138,5,0.000999168691648548,0.0144789042365274,117,0.023380547384576,0.0490621579801487,0,0,559,0,0,0,0,48,0,0,0,0,17,0,0,0,0,5,0,0,0,0,117,0,0,0,0,559,0,0,0,0,48,0,0,0,0,17,0,0,0,0,5,0,0,0,0,117,0,0,Northwest,A,Dickie Thompson,Outside,0.14636019480420098
371830537141003,4156.9908115412,4,1.0790664676771,2,2,2,6,D,10,C,1.0790664676771,2,2,3,7,C,11,C,0.0,0.0,0,0,1,1,1,37,4667.7764527195595,0.007393848318199259,14,0.00694806322737537,2,0.000399667476659419,0.0037367811367288203,5,0.000999168691648548,0.0055230310394344395,7,0.0013988361683079699,0.0123718628490633,0,0,2,0,0,0,0,5,0,0,0,0,7,0,0,0,0,2,0,0,0,0,5,0,0,0,0,7,0,0,31,0.006194845888220999,0.0109207225995547,3,0.000599501214989129,0.00212083080011877,1,0.00019983373832971002,0.00167776789758905,0,0.0,0.0,7,0.0013988361683079699,0.0029353427851371,0,0,31,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,31,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,Northwest,A,Dickie Thompson,Outside,0.007926686373003759
371830537141004,4583.627927669871,4,0.9638135994100949,3,2,3,8,C,12,C,0.9638135994100949,3,2,3,8,C,12,C,0.0,0.0,0,0,0,0,0,65,4585.6854052161,0.0129891929914311,28,0.0138961264547507,3,0.000599501214989129,0.005605171705093229,9,0.00179850364496739,0.009941455870981991,16,0.0031973398132753602,0.0282785436550018,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,55,0.010990855608133999,0.0193754755798551,5,0.000999168691648548,0.00353471800019794,2,0.000399667476659419,0.00335553579517809,1,0.00019983373832971002,0.0028957808473054803,11,0.0021981711216268103,0.00461268151950116,0,0,55,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,0,0,55,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,Northwest,A,Dickie Thompson,Outside,0.0141745440989179
371830537141005,5243.0551699788,4,0.968522424101807,3,2,2,7,C,11,C,0.968522424101807,3,2,3,8,C,12,C,0.0,0.0,0,0,1,1,1,60,4304.64470392944,0.0119900242997826,27,0.0133998362242239,2,0.000399667476659419,0.0037367811367288203,9,0.00179850364496739,0.009941455870981991,15,0.00299750607494565,0.0265111346765642,0,0,2,0,0,0,0,9,0,0,0,0,15,0,0,0,0,2,0,0,0,0,9,0,0,0,0,15,0,0,51,0.0101915206548152,0.0179663500831384,4,0.000799334953318839,0.0028277744001583604,2,0.000399667476659419,0.00335553579517809,1,0.00019983373832971002,0.0028957808473054803,11,0.0021981711216268103,0.00461268151950116,0,0,51,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,0,0,51,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,Northwest,A,Dickie Thompson,Outside,0.0139384325831188
371830537141006,5793.502701208101,3,1.07277384046145,3,2,2,7,C,10,C,1.07277384046145,3,2,2,7,C,10,C,0.0,0.0,0,0,0,0,0,74,4811.58346068815,0.0147876966363985,29,0.0143924166852776,3,0.000599501214989129,0.005605171705093229,9,0.00179850364496739,0.009941455870981991,16,0.0031973398132753602,0.0282785436550018,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,62,0.012389691776441999,0.0218414451991094,5,0.000999168691648548,0.00353471800019794,2,0.000399667476659419,0.00335553579517809,1,0.00019983373832971002,0.0028957808473054803,13,0.00259783859828623,0.00545135088668319,0,0,62,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,13,0,0,0,0,62,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,13,0,0,Northwest,A,Dickie Thompson,Outside,0.015379552408183
371830537141007,6222.46944966567,3,1.23161239328676,2,2,3,7,C,10,C,1.23161239328676,2,2,3,7,C,10,C,0.0,0.0,0,0,0,0,0,29,4970.55391840436,0.00579517841156158,23,0.0114146753021167,2,0.000399667476659419,0.0037367811367288203,8,0.0015986699066376801,0.008836849663095109,13,0.00259783859828623,0.0229763167196889,0,0,2,0,0,0,0,8,0,0,0,0,13,0,0,0,0,2,0,0,0,0,8,0,0,0,0,13,0,0,24,0.00479600971991303,0.00845475298030043,2,0.000399667476659419,0.0014138872000791802,1,0.00019983373832971002,0.00167776789758905,1,0.00019983373832971002,0.0028957808473054803,5,0.000999168691648548,0.0020966734179550697,0,0,24,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,24,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,Northwest,A,Dickie Thompson,Outside,0.00583435980698697
371830537141008,3301.75041052927,4,1.05128381545664,3,2,3,8,C,12,C,1.05128381545664,3,2,3,8,C,12,C,0.0,0.0,0,0,0,0,0,53,4296.847572662639,0.0105911881314746,22,0.0109183850715899,2,0.000399667476659419,0.0037367811367288203,7,0.0013988361683079699,0.007732243455208221,12,0.00239800485995652,0.0212089077412513,0,0,2,0,0,0,0,7,0,0,0,0,12,0,0,0,0,2,0,0,0,0,7,0,0,0,0,12,0,0,45,0.00899251822483694,0.0158526618380633,4,0.000799334953318839,0.0028277744001583604,1,0.00019983373832971002,0.00167776789758905,0,0.0,0.0,9,0.00179850364496739,0.0037740121523191297,0,0,45,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,45,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,Northwest,A,Dickie Thompson,Outside,0.0123346241875546
371830537141009,5004.93211921359,4,0.9234229458724851,3,2,3,8,C,12,C,0.9234229458724851,3,2,3,8,C,12,C,0.0,0.0,0,0,0,0,0,67,4679.92090185364,0.0133888604680905,29,0.0143924166852776,3,0.000599501214989129,0.005605171705093229,9,0.00179850364496739,0.009941455870981991,16,0.0031973398132753602,0.0282785436550018,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,56,0.0111906893464637,0.0197277569540343,5,0.000999168691648548,0.00353471800019794,2,0.000399667476659419,0.00335553579517809,1,0.00019983373832971002,0.0028957808473054803,12,0.00239800485995652,0.00503201620309217,0,0,56,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,12,0,0,0,0,56,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,12,0,0,Northwest,A,Dickie Thompson,Outside,0.0143164812835752
371830537141010,3048.81954441454,4,0.574749998656172,4,2,2,8,C,12,C,0.574749998656172,4,2,3,9,C,13,B,0.0,0.0,0,0,1,1,1,81,898.927289934987,0.0161865328047065,29,0.0143924166852776,3,0.000599501214989129,0.005605171705093229,9,0.00179850364496739,0.009941455870981991,16,0.0031973398132753602,0.0282785436550018,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,0,68,0.0135886942064203,0.0239551334441845,6,0.00119900242997826,0.00424166160023753,2,0.000399667476659419,0.00335553579517809,1,0.00019983373832971002,0.0028957808473054803,14,0.0027976723366159397,0.0058706855702742,0,0,68,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,14,0,0,0,68,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,14,0,0,0,Northwest,A,Dickie Thompson,Outside,0.0901073990153955
371830537141011,3537.88186822377,4,0.667374975933377,4,2,3,9,C,13,B,0.667374975933377,4,2,3,9,C,13,B,0.0,0.0,0,0,0,0,0,44,2944.92384014856,0.008792684486507229,17,0.0084369339189558,2,0.000399667476659419,0.0037367811367288203,6,0.00119900242997826,0.00662763724732133,10,0.0019983373832971,0.0176740897843761,0,2,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,6,0,0,0,0,10,0,0,0,37,0.007393848318199259,0.0130344108446298,3,0.000599501214989129,0.00212083080011877,1,0.00019983373832971002,0.00167776789758905,0,0.0,0.0,8,0.0015986699066376801,0.00335467746872812,0,37,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,37,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,Northwest,,,Outside,0.0149409636338101
371830537141012,2767.85093006372,4,0.9240174835162971,3,3,3,9,C,13,B,0.9240174835162971,3,3,3,9,C,13,B,0.0,0.0,0,0,0,0,0,74,4195.22487217224,0.0147876966363985,33,0.0163775776073848,3,0.000599501214989129,0.005605171705093229,11,0.0021981711216268103,0.0121506682867558,20,0.00399667476659419,0.0353481795687522,0,3,0,0,0,0,11,0,0,0,0,20,0,0,0,0,3,0,0,0,0,11,0,0,0,0,20,0,0,0,62,0.012389691776441999,0.0218414451991094,5,0.000999168691648548,0.00353471800019794,2,0.000399667476659419,0.00335553579517809,1,0.00019983373832971002,0.0028957808473054803,13,0.00259783859828623,0.00545135088668319,0,62,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,13,0,0,0,0,62,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,13,0,0,0,Northwest,A,Dickie Thompson,Outside,0.01763910213511
371830537141013,4007.16319877275,4,0.6892992403263649,4,2,3,9,C,13,B,0.6892992403263649,4,2,3,9,C,13,B,0.0,0.0,0,0,0,0,0,60,5185.00700848862,0.0119900242997826,22,0.0109183850715899,2,0.000399667476659419,0.0037367811367288203,7,0.0013988361683079699,0.007732243455208221,12,0.00239800485995652,0.0212089077412513,0,2,0,0,0,0,7,0,0,0,0,12,0,0,0,0,2,0,0,0,0,7,0,0,0,0,12,0,0,0,51,0.0101915206548152,0.0179663500831384,4,0.000799334953318839,0.0028277744001583604,2,0.000399667476659419,0.00335553579517809,1,0.00019983373832971002,0.0028957808473054803,11,0.0021981711216268103,0.00461268151950116,0,51,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,0,0,51,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,0,Northwest,A,Dickie Thompson,Outside,0.0115718262100266
371830537141014,4059.48958522611,4,0.9210331807106759,3,2,3,8,C,12,C,0.9210331807106759,3,2,3,8,C,12,C,0.0,0.0,0,0,0,0,0,65,4148.78084165394,0.0129891929914311,29,0.0143924166852776,3,0.000599501214989129,0.005605171705093229,9,0.00179850364496739,0.009941455870981991,16,0.0031973398132753602,0.0282785436550018,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,55,0.010990855608133999,0.0193754755798551,5,0.000999168691648548,0.00353471800019794,2,0.000399667476659419,0.00335553579517809,1,0.00019983373832971002,0.0028957808473054803,11,0.0021981711216268103,0.00461268151950116,0,0,55,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,0,0,55,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,Northwest,A,Dickie Thompson,Outside,0.015667253219884998
371830537141015,4885.18606869247,4,1.12386931655803,2,3,3,8,C,12,C,1.12386931655803,2,3,3,8,C,12,C,0.0,0.0,0,0,0,0,0,147,5080.80076909039,0.0293755595344673,54,0.0267996724484479,5,0.000999168691648548,0.009341952841822059,17,0.00339717355160506,0.0187783055340771,31,0.006194845888220999,0.0547896783315659,0,0,5,0,0,0,0,17,0,0,0,0,31,0,0,0,0,5,0,0,0,0,17,0,0,0,0,31,0,0,124,0.024779383552883998,0.0436828903982189,11,0.0021981711216268103,0.00777637960043548,4,0.000799334953318839,0.00671107159035619,2,0.000399667476659419,0.00579156169461095,26,0.00519567719657245,0.0109027017733664,0,0,124,0,0,0,0,11,0,0,0,0,4,0,0,0,0,2,0,0,0,0,26,0,0,0,0,124,0,0,0,0,11,0,0,0,0,4,0,0,0,0,2,0,0,0,0,26,0,0,Northwest,A,Dickie Thompson,Outside,0.0289324472028682
371830537142000,6074.83970645453,3,0.8831048436810569,3,3,3,9,C,12,C,0.8831048436810569,3,3,3,9,C,12,C,0.0,0.0,0,0,0,0,0,15,8432.89310817643,0.00299750607494565,5,0.0024814511526340603,2,0.000399667476659419,0.0037367811367288203,2,0.000399667476659419,0.00220921241577378,3,0.000599501214989129,0.00530222693531283,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,10,0.0019983373832971,0.00352281374179184,3,0.000599501214989129,0.00212083080011877,2,0.000399667476659419,0.00335553579517809,1,0.00019983373832971002,0.0028957808473054803,6,0.00119900242997826,0.00251600810154609,0,0,10,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,0,0,0,0,10,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,0,0,North,A,Dickie Thompson,Outside,0.0017787489782665699
371830537142001,5724.01644072345,3,1.4147097611894,2,3,3,8,C,11,C,1.4147097611894,2,3,3,8,C,11,C,0.0,0.0,0,0,0,0,0,145,3937.38271322448,0.0289758920578079,38,0.0188590287600189,12,0.00239800485995652,0.0224206868203729,12,0.00239800485995652,0.0132552744946427,15,0.00299750607494565,0.0265111346765642,0,0,12,0,0,0,0,12,0,0,0,0,15,0,0,0,0,12,0,0,0,0,12,0,0,0,0,15,0,0,96,0.0191840388796521,0.0338190119212017,29,0.00579517841156158,0.0205013644011481,16,0.0031973398132753602,0.0268442863614248,10,0.0019983373832971,0.0289578084730548,54,0.0107910218698043,0.0226440729139148,0,0,96,0,0,0,0,29,0,0,0,0,16,0,0,0,0,10,0,0,0,0,54,0,0,0,0,96,0,0,0,0,29,0,0,0,0,16,0,0,0,0,10,0,0,0,0,54,0,0,Northwest,E,Stef Mendell,Outside,0.0368264937804976
371830537142002,4008.4073277528296,4,1.21952316569304,2,3,3,8,C,12,C,1.21952316569304,2,3,3,8,C,12,C,0.0,0.0,0,0,0,0,0,53,5176.20802585296,0.0105911881314746,15,0.00744435345790218,5,0.000999168691648548,0.009341952841822059,5,0.000999168691648548,0.0055230310394344395,6,0.00119900242997826,0.0106044538706257,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,35,0.0069941808415398396,0.0123298480962715,11,0.0021981711216268103,0.00777637960043548,6,0.00119900242997826,0.0100666073855343,4,0.000799334953318839,0.0115831233892219,20,0.00399667476659419,0.008386693671820291,0,0,35,0,0,0,0,11,0,0,0,0,6,0,0,0,0,4,0,0,0,0,20,0,0,0,0,35,0,0,0,0,11,0,0,0,0,6,0,0,0,0,4,0,0,0,0,20,0,0,Northwest,E,Stef Mendell,Outside,0.0102391557169433
371830537142003,3565.68138602064,4,1.32834353877221,2,2,3,7,C,11,C,1.32834353877221,2,2,3,7,C,11,C,0.0,0.0,0,0,0,0,0,188,4472.64001090945,0.0375687428059854,95,0.0471475719000471,28,0.00559534467323187,0.0523149359142035,31,0.006194845888220999,0.0342427924444935,36,0.00719401457986955,0.06362672322375401,0,0,28,0,0,0,0,31,0,0,0,0,36,0,0,0,0,28,0,0,0,0,31,0,0,0,0,36,0,0,124,0.024779383552883998,0.0436828903982189,38,0.00759368205652897,0.0268638568015044,20,0.00399667476659419,0.0335553579517809,13,0.00259783859828623,0.0376451510149712,70,0.0139883616830797,0.029353427851371003,0,0,124,0,0,0,0,38,0,0,0,0,20,0,0,0,0,13,0,0,0,0,70,0,0,0,0,124,0,0,0,0,38,0,0,0,0,20,0,0,0,0,13,0,0,0,0,70,0,0,Northwest,E,Stef Mendell,Outside,0.0420333403854188
371830537142004,6816.00905808595,3,1.27078863371065,2,3,3,8,C,11,C,1.27078863371065,2,3,3,8,C,11,C,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest,A,Dickie Thompson,Outside,0.00280497939173781
371830537142005,6778.234368832271,3,1.26363421287348,2,3,3,8,C,11,C,1.26363421287348,2,3,3,8,C,11,C,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest,E,Stef Mendell,Outside,0.0246483558692028
371830537142006,6647.07438438572,3,1.35424853600815,2,2,3,7,C,10,C,1.35424853600815,2,2,3,7,C,10,C,0.0,0.0,0,0,0,0,0,182,3723.5177813679998,0.0363697403760072,94,0.0466512816695203,28,0.00559534467323187,0.0523149359142035,31,0.006194845888220999,0.0342427924444935,36,0.00719401457986955,0.06362672322375401,0,0,28,0,0,0,0,31,0,0,0,0,36,0,0,0,0,28,0,0,0,0,31,0,0,0,0,36,0,0,120,0.0239800485995652,0.0422737649015021,37,0.007393848318199259,0.0261569132014648,20,0.00399667476659419,0.0335553579517809,13,0.00259783859828623,0.0376451510149712,68,0.0135886942064203,0.028514758484189,0,0,120,0,0,0,0,37,0,0,0,0,20,0,0,0,0,13,0,0,0,0,68,0,0,0,0,120,0,0,0,0,37,0,0,0,0,20,0,0,0,0,13,0,0,0,0,68,0,0,Northwest,E,Stef Mendell,Outside,0.0488785097014185
371830537142007,4779.10553519185,4,1.2340519748165701,2,3,3,8,C,12,C,1.2340519748165701,2,3,3,8,C,12,C,0.0,0.0,0,0,0,0,0,62,3340.21081162083,0.012389691776441999,18,0.00893322414948262,5,0.000999168691648548,0.009341952841822059,5,0.000999168691648548,0.0055230310394344395,7,0.0013988361683079699,0.0123718628490633,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,41,0.0081931832715181,0.0144435363413466,12,0.00239800485995652,0.00848332320047507,7,0.0013988361683079699,0.0117443752831233,5,0.000999168691648548,0.0144789042365274,23,0.00459617598158332,0.00964469772259333,0,0,41,0,0,0,0,12,0,0,0,0,7,0,0,0,0,5,0,0,0,0,23,0,0,0,0,41,0,0,0,0,12,0,0,0,0,7,0,0,0,0,5,0,0,0,0,23,0,0,Northwest,E,Stef Mendell,Outside,0.0185617026878356
371830537142008,5062.6507464008,4,0.9387135258465851,3,3,3,9,C,13,B,0.9387135258465851,3,3,3,9,C,13,B,0.0,0.0,0,0,0,0,0,468,3247.47175201347,0.0935221895383041,159,0.0789101466537631,47,0.00939218570149635,0.0878143567131273,52,0.0103913543931449,0.0574395228101182,61,0.0121898580381123,0.107811947684694,0,47,0,0,0,0,52,0,0,0,0,61,0,0,0,0,47,0,0,0,0,52,0,0,0,0,61,0,0,0,310,0.061948458882210004,0.10920722599554698,94,0.0187843714029927,0.0664526984037214,51,0.0101915206548152,0.0855661627770414,33,0.00659451336488042,0.0955607679610807,174,0.0347710704693695,0.0729642349448365,0,310,0,0,0,0,94,0,0,0,0,51,0,0,0,0,33,0,0,0,0,174,0,0,0,0,310,0,0,0,0,94,0,0,0,0,51,0,0,0,0,33,0,0,0,0,174,0,0,0,Northwest,E,Stef Mendell,Outside,0.144112108045231
371830537142009,5193.73461233982,4,1.06837481818839,3,3,3,9,C,13,B,1.06837481818839,3,3,3,9,C,13,B,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest,,,Outside,0.00017009174097288102
371830537142010,1192.33065188032,5,0.717478110930659,3,5,3,11,B,16,B,0.717478110930659,3,5,3,11,B,16,B,0.0,0.0,0,0,0,0,0,101,941.703158652783,0.0201832075713007,42,0.0208441896821261,12,0.00239800485995652,0.0224206868203729,14,0.0027976723366159397,0.0154644869104164,16,0.0031973398132753602,0.0282785436550018,0,12,0,0,0,0,14,0,0,0,0,16,0,0,0,0,12,0,0,0,0,14,0,0,0,0,16,0,0,0,67,0.0133888604680905,0.0236028520700054,20,0.00399667476659419,0.0141388720007918,11,0.0021981711216268103,0.0184554468734795,7,0.0013988361683079699,0.0202704659311383,38,0.00759368205652897,0.0159347179764586,0,67,0,0,0,0,20,0,0,0,0,11,0,0,0,0,7,0,0,0,0,38,0,0,0,0,67,0,0,0,0,20,0,0,0,0,11,0,0,0,0,7,0,0,0,0,38,0,0,0,Northwest,E,Stef Mendell,Outside,0.10725248086084
371830537142011,1245.26365601112,5,0.255967637879767,5,3,3,11,B,16,B,0.255967637879767,5,3,3,11,B,16,B,0.0,0.0,0,0,0,0,0,23,2136.94820928568,0.00459617598158332,7,0.00347403161368768,2,0.000399667476659419,0.0037367811367288203,2,0.000399667476659419,0.00220921241577378,3,0.000599501214989129,0.00530222693531283,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,15,0.00299750607494565,0.00528422061268777,5,0.000999168691648548,0.00353471800019794,3,0.000599501214989129,0.00503330369276714,2,0.000399667476659419,0.00579156169461095,9,0.00179850364496739,0.0037740121523191297,0,15,0,0,0,0,5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,9,0,0,0,0,15,0,0,0,0,5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,9,0,0,0,Northwest,E,Stef Mendell,Outside,0.0107630123650438
