geoid10,nearest_greenway_loop_contiguous_dist,nearest_greenway_loop_contiguous_score,los_closest_park_dist,los_dist_score,los_acre_score,los_exp_score,los_3_factor_total_score,los_3_factor_grade,los_total_score,los_total_grade,la_closest_park_dist,la_dist_score,la_acre_score,la_exp_score,la_3_factor_total_score,la_3_factor_grade,la_total_score,la_total_grade,la_los_closest_park_diff,la_los_closest_park_diff_pct,la_los_dist_score_diff,la_los_acre_score_diff,la_los_exp_score_diff,la_los_3_factor_total_score_diff,la_los_total_score_diff,pop_2018,popdensity_2018,pop_pct,tothh_2018,hh_pct,low_income,low_income_pct_tot_pop,low_income_pct_low_income,middle_income,middle_income_pct_tot_pop,middle_income_pct_middle_income,high_income,high_income_pct_tot_pop,high_income_pct_high_income,los_income_low_a,los_income_low_b,los_income_low_c,los_income_low_d,los_income_low_f,los_income_middle_a,los_income_middle_b,los_income_middle_c,los_income_middle_d,los_income_middle_f,los_income_high_a,los_income_high_b,los_income_high_c,los_income_high_d,los_income_high_f,la_income_low_a,la_income_low_b,la_income_low_c,la_income_low_d,la_income_low_f,la_income_middle_a,la_income_middle_b,la_income_middle_c,la_income_middle_d,la_income_middle_f,la_income_high_a,la_income_high_b,la_income_high_c,la_income_high_d,la_income_high_f,race_white_pop_2018,race_white_pct_totpop,race_white_pct_white_pop,race_black_pop_2018,race_black_pct_totpop,race_black_pct_black_pop,hisp_pop_2018,hisp_pct_totpop,hisp_pct_hisp,hisp_no_bw_pop_2018,hisp_no_bw_pct_totpop,hisp_no_bw_pct_hisp_no_bw_pop,minority_pop_2018,minority_pct_totpop,minority_pct_minority_pop,los_white_a,los_white_b,los_white_c,los_d_white_d,los_white_f,los_black_a,los_black_b,los_black_c,los_black_d,los_black_f,los_hisp_a,los_hisp_b,los_hisp_c,los_hisp_d,los_hisp_f,los_hisp_no_bw_a,los_hisp_no_bw_b,los_hisp_no_bw_c,los_hisp_no_bw_d,los_hisp_no_bw_f,los_minority_a,los_minority_b,los_minority_c,los_minority_d,los_minority_f,la_white_a,la_white_b,la_white_c,la_white_d,la_white_f,la_black_a,la_black_b,la_black_c,la_black_d,la_black_f,la_hisp_a,la_hisp_b,la_hisp_c,la_hisp_d,la_hisp_f,la_hisp_no_bw_a,la_hisp_no_bw_b,la_hisp_no_bw_c,la_hisp_no_bw_d,la_hisp_no_bw_f,la_minority_a,la_minority_b,la_minority_c,la_minority_d,la_minority_f,cac,council_dist,council_person,beltline,sqmi
371830509001027,2221.7335651193202,5,0.4089589565046629,4,5,5,14,A,19,A,0.4089589565046629,4,5,5,14,A,19,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central,C,Corey Branch,Inside,0.00237263404973917
371830509001028,2088.66536253133,5,0.383757426762729,4,5,5,14,A,19,A,0.383757426762729,4,5,5,14,A,19,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central,C,Corey Branch,Inside,0.0023068598141212
371830509001029,1529.95018904799,5,0.277940218902606,5,5,5,15,A,20,A,0.277940218902606,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central,C,Corey Branch,Inside,0.000187792301183386
371830509002000,2671.38197764907,4,0.221333977914756,5,5,5,15,A,19,A,0.221333977914756,5,5,5,15,A,19,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central,C,Corey Branch,Inside,0.0178097239846269
371830509002001,2247.29711333044,5,0.24426639413790902,5,5,5,15,A,20,A,0.24426639413790902,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,40,9851.1228921636,0.007993349533188391,15,0.00744435345790218,11,0.0021981711216268103,0.0205522962520085,4,0.000799334953318839,0.00441842483154755,0,0.0,0.0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0.000599501214989129,0.00105684412253755,32,0.00639467962655071,0.0226221952012668,4,0.000799334953318839,0.00671107159035619,3,0.000599501214989129,0.008687342541916429,37,0.007393848318199259,0.0155153832928675,3,0,0,0,0,32,0,0,0,0,4,0,0,0,0,3,0,0,0,0,37,0,0,0,0,3,0,0,0,0,32,0,0,0,0,4,0,0,0,0,3,0,0,0,0,37,0,0,0,0,Central,C,Corey Branch,Inside,0.00406045081742096
371830509002002,2709.5964329563603,4,0.24681730583535397,5,5,5,15,A,19,A,0.24681730583535397,5,5,5,15,A,19,A,0.0,0.0,0,0,0,0,0,37,9612.33763835685,0.007393848318199259,11,0.00545919253579493,8,0.0015986699066376801,0.0149471245469153,2,0.000399667476659419,0.00220921241577378,0,0.0,0.0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0.000599501214989129,0.00105684412253755,30,0.00599501214989129,0.0212083080011877,4,0.000799334953318839,0.00671107159035619,3,0.000599501214989129,0.008687342541916429,34,0.00679434710321013,0.0142573792420945,3,0,0,0,0,30,0,0,0,0,4,0,0,0,0,3,0,0,0,0,34,0,0,0,0,3,0,0,0,0,30,0,0,0,0,4,0,0,0,0,3,0,0,0,0,34,0,0,0,0,Central,C,Corey Branch,Inside,0.0038492197623558296
371830509002003,2440.08328084168,5,0.289142411885479,5,5,5,15,A,20,A,0.289142411885479,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,41,11344.3860110018,0.0081931832715181,12,0.00595548276632174,9,0.00179850364496739,0.0168155151152797,3,0.000599501214989129,0.00331381862366066,0,0.0,0.0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0.000599501214989129,0.00105684412253755,33,0.00659451336488042,0.0233291388013064,5,0.000999168691648548,0.00838883948794524,4,0.000799334953318839,0.0115831233892219,38,0.00759368205652897,0.0159347179764586,3,0,0,0,0,33,0,0,0,0,5,0,0,0,0,4,0,0,0,0,38,0,0,0,0,3,0,0,0,0,33,0,0,0,0,5,0,0,0,0,4,0,0,0,0,38,0,0,0,0,Central,C,Corey Branch,Inside,0.00361412243555872
371830509002004,2280.77183955032,5,0.106651899085833,5,5,5,15,A,20,A,0.106651899085833,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,20,4402.12612712759,0.00399667476659419,11,0.00545919253579493,8,0.0015986699066376801,0.0149471245469153,2,0.000399667476659419,0.00220921241577378,0,0.0,0.0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.00019983373832971002,0.00035228137417918397,17,0.00339717355160506,0.012018041200673001,2,0.000399667476659419,0.00335553579517809,2,0.000399667476659419,0.00579156169461095,19,0.0037968410282644798,0.00796735898822928,1,0,0,0,0,17,0,0,0,0,2,0,0,0,0,2,0,0,0,0,19,0,0,0,0,1,0,0,0,0,17,0,0,0,0,2,0,0,0,0,2,0,0,0,0,19,0,0,0,0,Central,C,Corey Branch,Inside,0.00454325919395002
371830509002005,2481.06088340838,5,0.353207755458055,4,5,5,14,A,19,A,0.353207755458055,4,5,5,14,A,19,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central,C,Corey Branch,Inside,0.0108993916406599
371830509002006,1359.76145388904,5,0.22493511611792003,5,5,5,15,A,20,A,0.22493511611792003,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,211,8772.5868667515,0.0421649187875687,59,0.0292811236010819,43,0.00859285074817752,0.0803407944396697,15,0.00299750607494565,0.0165690931183033,1,0.00019983373832971002,0.00176740897843761,43,0,0,0,0,15,0,0,0,0,1,0,0,0,0,43,0,0,0,0,15,0,0,0,0,1,0,0,0,0,15,0.00299750607494565,0.00528422061268777,172,0.0343714029927101,0.12159429920680902,24,0.00479600971991303,0.0402664295421371,19,0.0037968410282644798,0.055019836098804,198,0.0395670801892825,0.0830282673510209,15,0,0,0,0,172,0,0,0,0,24,0,0,0,0,19,0,0,0,0,198,0,0,0,0,15,0,0,0,0,172,0,0,0,0,24,0,0,0,0,19,0,0,0,0,198,0,0,0,0,Central,C,Corey Branch,Inside,0.0240521984227594
371830509002007,1391.44834897491,5,0.26461488659862303,5,5,5,15,A,20,A,0.26461488659862303,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,158,16244.3300309087,0.0315737306560941,70,0.0347403161368769,51,0.0101915206548152,0.09528791898658501,17,0.00339717355160506,0.0187783055340771,2,0.000399667476659419,0.00353481795687522,51,0,0,0,0,17,0,0,0,0,2,0,0,0,0,51,0,0,0,0,17,0,0,0,0,2,0,0,0,0,12,0.00239800485995652,0.00422737649015021,129,0.0257785522445326,0.091195724405107,18,0.0035970072899347704,0.0301998221566029,14,0.0027976723366159397,0.0405409318622767,148,0.029575393272797,0.0620615331714701,12,0,0,0,0,129,0,0,0,0,18,0,0,0,0,14,0,0,0,0,148,0,0,0,0,12,0,0,0,0,129,0,0,0,0,18,0,0,0,0,14,0,0,0,0,148,0,0,0,0,Central,C,Corey Branch,Inside,0.00972647069465885
371830509002008,836.7192977061501,5,0.0846821881097795,5,5,5,15,A,20,A,0.0846821881097795,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,65,17591.1154435198,0.0129891929914311,21,0.0104220948410631,15,0.00299750607494565,0.0280258585254662,6,0.00119900242997826,0.00662763724732133,0,0.0,0.0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0.000999168691648548,0.00176140687089592,53,0.0105911881314746,0.0374680108020982,7,0.0013988361683079699,0.0117443752831233,5,0.000999168691648548,0.0144789042365274,61,0.0121898580381123,0.0255794156990519,5,0,0,0,0,53,0,0,0,0,7,0,0,0,0,5,0,0,0,0,61,0,0,0,0,5,0,0,0,0,53,0,0,0,0,7,0,0,0,0,5,0,0,0,0,61,0,0,0,0,Central,C,Corey Branch,Inside,0.0036950470940115897
371830509002009,2149.32934197784,5,0.318763736401172,5,5,5,15,A,20,A,0.318763736401172,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central,C,Corey Branch,Inside,0.035310431339766996
371830509002010,1810.2063264226001,5,0.33101892151251,5,5,5,15,A,20,A,0.33101892151251,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central,C,Corey Branch,Inside,0.00282651034932306
371830509002011,1661.1896387300599,5,0.302795845042777,5,5,5,15,A,20,A,0.302795845042777,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central,C,Corey Branch,Inside,0.0031178551712302
371830509002012,1235.21774942211,5,0.450122258939619,4,5,5,14,A,19,A,0.450122258939619,4,5,5,14,A,19,A,0.0,0.0,0,0,0,0,0,203,4595.79049965201,0.0405662488809311,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.00299750607494565,0.00528422061268777,165,0.0329725668244021,0.116645694006532,23,0.00459617598158332,0.0385886616445481,18,0.0035970072899347704,0.0521240552514986,190,0.0379684102826448,0.0796735898822928,15,0,0,0,0,165,0,0,0,0,23,0,0,0,0,18,0,0,0,0,190,0,0,0,0,15,0,0,0,0,165,0,0,0,0,23,0,0,0,0,18,0,0,0,0,190,0,0,0,0,Southwest,C,Corey Branch,Inside,0.0441708559202973
371830509002013,1244.14540954066,5,0.13219672672375699,5,5,5,15,A,20,A,0.13219672672375699,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,25,3677.7024209357396,0.00499584345824274,6,0.00297774138316087,5,0.000999168691648548,0.009341952841822059,2,0.000399667476659419,0.00220921241577378,0,0.0,0.0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0.000399667476659419,0.000704562748358369,21,0.0041965085049239,0.0148458156008314,3,0.000599501214989129,0.00503330369276714,3,0.000599501214989129,0.008687342541916429,24,0.00479600971991303,0.0100640324061843,2,0,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,0,24,0,0,0,0,2,0,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,0,24,0,0,0,0,Central,C,Corey Branch,Inside,0.006797722365378079
371830509002014,896.696194561067,5,0.044213864272983,5,5,5,15,A,20,A,0.044213864272983,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,137,26555.9033937318,0.0273772221511702,37,0.018362738529492,27,0.00539551093490216,0.0504465453458391,9,0.00179850364496739,0.009941455870981991,1,0.00019983373832971002,0.00176740897843761,27,0,0,0,0,9,0,0,0,0,1,0,0,0,0,27,0,0,0,0,9,0,0,0,0,1,0,0,0,0,10,0.0019983373832971,0.00352281374179184,111,0.0221815449545978,0.0784707396043944,15,0.00299750607494565,0.0251665184638357,11,0.0021981711216268103,0.0318535893203602,128,0.0255787185062028,0.0536748394996499,10,0,0,0,0,111,0,0,0,0,15,0,0,0,0,11,0,0,0,0,128,0,0,0,0,10,0,0,0,0,111,0,0,0,0,15,0,0,0,0,11,0,0,0,0,128,0,0,0,0,Central,C,Corey Branch,Inside,0.00515892824163299
371830509002015,2275.20211277255,5,0.14630055654409801,5,5,5,15,A,20,A,0.14630055654409801,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,4,560.104114282552,0.000799334953318839,3,0.00148887069158044,1,0.00019983373832971002,0.0018683905683644102,0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,0.000599501214989129,0.00212083080011877,0,0.0,0.0,0,0.0,0.0,4,0.000799334953318839,0.00167733873436406,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Central,C,Corey Branch,Inside,0.0071415294014108
371830509002016,2290.60601618458,5,0.149217900396013,5,5,5,15,A,20,A,0.149217900396013,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,1,131.782621855327,0.00019983373832971002,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.00019983373832971002,0.000706943600039589,0,0.0,0.0,0,0.0,0.0,1,0.00019983373832971002,0.000419334683591015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Central,C,Corey Branch,Inside,0.00758825394366352
371830509002017,1815.9169163340698,5,0.147915623636158,5,5,5,15,A,20,A,0.147915623636158,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,41,5455.40092792035,0.0081931832715181,13,0.00645177299684856,10,0.0019983373832971,0.0186839056836441,3,0.000599501214989129,0.00331381862366066,0,0.0,0.0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0.000599501214989129,0.00105684412253755,33,0.00659451336488042,0.0233291388013064,5,0.000999168691648548,0.00838883948794524,4,0.000799334953318839,0.0115831233892219,38,0.00759368205652897,0.0159347179764586,3,0,0,0,0,33,0,0,0,0,5,0,0,0,0,4,0,0,0,0,38,0,0,0,0,3,0,0,0,0,33,0,0,0,0,5,0,0,0,0,4,0,0,0,0,38,0,0,0,0,Central,C,Corey Branch,Inside,0.00751548796169407
371830509002018,1048.5074918607902,5,0.10230827308614901,5,5,5,15,A,20,A,0.10230827308614901,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,19,3893.8196542677,0.0037968410282644798,9,0.00446661207474131,6,0.00119900242997826,0.0112103434101865,2,0.000399667476659419,0.00220921241577378,0,0.0,0.0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.00019983373832971002,0.00035228137417918397,16,0.0031973398132753602,0.0113110976006334,2,0.000399667476659419,0.00335553579517809,2,0.000399667476659419,0.00579156169461095,18,0.0035970072899347704,0.0075480243046382595,1,0,0,0,0,16,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,1,0,0,0,0,16,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,Central,C,Corey Branch,Inside,0.0048795274786739605
371830509002019,881.7526750925571,5,0.13404439620836803,5,5,5,15,A,20,A,0.13404439620836803,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,49,18709.7189678696,0.009791853178155771,13,0.00645177299684856,10,0.0019983373832971,0.0186839056836441,3,0.000599501214989129,0.00331381862366066,0,0.0,0.0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0.000799334953318839,0.00140912549671674,40,0.007993349533188391,0.0282777440015836,6,0.00119900242997826,0.0100666073855343,4,0.000799334953318839,0.0115831233892219,46,0.00919235196316665,0.0192893954451867,4,0,0,0,0,40,0,0,0,0,6,0,0,0,0,4,0,0,0,0,46,0,0,0,0,4,0,0,0,0,40,0,0,0,0,6,0,0,0,0,4,0,0,0,0,46,0,0,0,0,Central,C,Corey Branch,Inside,0.0026189597013268
371830509002020,628.223105145538,5,0.17988266988395496,5,5,5,15,A,20,A,0.17988266988395496,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,46,10775.108453,0.00919235196316665,11,0.00545919253579493,8,0.0015986699066376801,0.0149471245469153,2,0.000399667476659419,0.00220921241577378,0,0.0,0.0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0.000599501214989129,0.00105684412253755,37,0.007393848318199259,0.0261569132014648,5,0.000999168691648548,0.00838883948794524,3,0.000599501214989129,0.008687342541916429,43,0.00859285074817752,0.0180313913944136,3,0,0,0,0,37,0,0,0,0,5,0,0,0,0,3,0,0,0,0,43,0,0,0,0,3,0,0,0,0,37,0,0,0,0,5,0,0,0,0,3,0,0,0,0,43,0,0,0,0,Central,C,Corey Branch,Inside,0.00426909856180543
371830509002021,1154.1665662013002,5,0.267560836675544,5,5,5,15,A,20,A,0.267560836675544,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,83,12067.269593113899,0.0165862002813659,27,0.0133998362242239,20,0.00399667476659419,0.0373678113672882,7,0.0013988361683079699,0.007732243455208221,1,0.00019983373832971002,0.00176740897843761,20,0,0,0,0,7,0,0,0,0,1,0,0,0,0,20,0,0,0,0,7,0,0,0,0,1,0,0,0,0,6,0.00119900242997826,0.0021136882450751102,67,0.0133888604680905,0.0473652212026524,9,0.00179850364496739,0.0150999110783014,7,0.0013988361683079699,0.0202704659311383,77,0.0153871978513876,0.0322887706365081,6,0,0,0,0,67,0,0,0,0,9,0,0,0,0,7,0,0,0,0,77,0,0,0,0,6,0,0,0,0,67,0,0,0,0,9,0,0,0,0,7,0,0,0,0,77,0,0,0,0,Central,C,Corey Branch,Inside,0.00687810936513455
371830509002022,1479.4437346094599,5,0.184001178011228,5,5,5,15,A,20,A,0.184001178011228,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,18,3784.69634001904,0.0035970072899347704,8,0.0039703218442145,6,0.00119900242997826,0.0112103434101865,2,0.000399667476659419,0.00220921241577378,0,0.0,0.0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.00019983373832971002,0.00035228137417918397,15,0.00299750607494565,0.0106041540005938,2,0.000399667476659419,0.00335553579517809,2,0.000399667476659419,0.00579156169461095,17,0.00339717355160506,0.00712868962104725,1,0,0,0,0,15,0,0,0,0,2,0,0,0,0,2,0,0,0,0,17,0,0,0,0,1,0,0,0,0,15,0,0,0,0,2,0,0,0,0,2,0,0,0,0,17,0,0,0,0,Central,C,Corey Branch,Inside,0.0047559958271076105
371830509002023,1931.74511028393,5,0.23239710582129003,5,5,5,15,A,20,A,0.23239710582129003,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,33,4512.85899510604,0.00659451336488042,14,0.00694806322737537,10,0.0019983373832971,0.0186839056836441,3,0.000599501214989129,0.00331381862366066,0,0.0,0.0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0.000399667476659419,0.000704562748358369,27,0.00539551093490216,0.0190874772010689,4,0.000799334953318839,0.00671107159035619,3,0.000599501214989129,0.008687342541916429,31,0.006194845888220999,0.0129993751913214,2,0,0,0,0,27,0,0,0,0,4,0,0,0,0,3,0,0,0,0,31,0,0,0,0,2,0,0,0,0,27,0,0,0,0,4,0,0,0,0,3,0,0,0,0,31,0,0,0,0,Central,C,Corey Branch,Inside,0.00731243764447035
371830509002024,166.552204435,5,0.30516033771844103,5,5,5,15,A,20,A,0.30516033771844103,5,5,5,15,A,20,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southwest,C,Corey Branch,Inside,0.00021560874161101202
371830509002025,454.511118488338,5,0.35969802188636696,4,5,5,14,A,19,A,0.35969802188636696,4,5,5,14,A,19,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southwest,C,Corey Branch,Inside,0.00204417183938872
371830509002026,1249.61831773599,5,0.5102863222628029,4,5,5,14,A,19,A,0.5102863222628029,4,5,5,14,A,19,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central,C,Corey Branch,Inside,0.0458277709312954
371830509002027,1018.11631347069,5,0.46644114990627794,4,5,5,14,A,19,A,0.46644114990627794,4,5,5,14,A,19,A,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central,C,Corey Branch,Inside,0.056919992001377
